sentiment,album,sentence,length,noise,length_mod
0.0,The College Dropout,"i am limelight, blueprint five mics.",36,-0.39005155048710405,0.06629834254143646
-0.5,The College Dropout,i can't let 'em change me.,26,0.9437837796931703,0.04788213627992634
-0.699999988079071,The College Dropout,"calm down, get back, ghetto people, got this.",45,-0.7311771226603185,0.08287292817679558
0.20000000298023224,The College Dropout,"busters, boosters, hoes .",25,0.7558238900309686,0.04604051565377532
-0.20000000298023224,The College Dropout,"break necks, break backs, steven seagal.",40,0.007036500454655981,0.07366482504604052
0.30000001192092896,The College Dropout,"black jack johnson, it's no contest.",36,-0.3144225388682633,0.06629834254143646
-0.4000000059604645,The College Dropout,"they got my mouth wired shut. for like� i dunno, the doctor said like six weeks.",80,-0.3256291695257727,0.14732965009208104
-0.800000011920929,The College Dropout,they thought i was burnt up like pepsi did michael.,51,0.7704001207312638,0.09392265193370165
-0.20000000298023224,The College Dropout,"this what i got to say right here, dawg.",40,-0.649638059739782,0.07366482504604052
-0.20000000298023224,The College Dropout,"through the fire, through whatever, come what may.",50,-0.1616433333310836,0.09208103130755065
0.30000001192092896,The College Dropout,"through the fire, to the limit, to the wall. for a chance to be with you, i'd gladly risk it all.",97,-0.17937773823678826,0.17863720073664824
0.0,The College Dropout,"toys ""r"" us where i used to spend that christmas cash.",54,-0.3648057171357091,0.09944751381215469
-0.20000000298023224,The College Dropout,"tryin' to be a millionaire, how i used two lifelines. in the same hospital where biggie smalls died.",100,0.6441026453960215,0.1841620626151013
-0.6000000238418579,The College Dropout,"unbreakable, what, you thought they'd call me mr.",49,-0.7878399022128673,0.09023941068139964
-0.699999988079071,The College Dropout,"it's only two places you end up, either dead or in jail.",56,0.0673159528638998,0.10313075506445672
-0.800000011920929,The College Dropout,"y'all, y'all don't really understand how i feel right now, man.",63,0.6093303970052062,0.11602209944751381
-0.4000000059604645,The College Dropout,"yeah, turn me up, yeah, uh. . . what if somebody from the chi' that was ill got a deal.",87,-0.6131714076067534,0.16022099447513813
-0.800000011920929,The College Dropout,"you can't be serious, man",25,0.01802736650094472,0.04604051565377532
-0.10000000149011612,The College Dropout,you would know how mase felt.,29,-0.07239870376731261,0.053406998158379376
-0.4000000059604645,The College Dropout,"'cuffed up and hosed down, pimped up and ho'd down.",51,-0.0841169835074973,0.09392265193370165
0.5,The College Dropout,and keep ya hands up hustlers.,30,0.43887111145994107,0.055248618784530384
0.0,The College Dropout,and show it to 'em like,23,0.22692160796493144,0.0423572744014733
-0.800000011920929,The College Dropout,"barbershop playa-hated, mom-and-pop bootlegged it.",50,-0.772524876627851,0.09208103130755065
-0.10000000149011612,The College Dropout,"big macs, fat folks, ecstasy capsules.",38,0.41293693310102286,0.06998158379373849
0.0,The College Dropout,"y'know, he had, i had reconstructive surgery on my jaw.",55,0.7450533433445481,0.10128913443830571
0.0,The College Dropout,"like jackie joyner, you better sleep with your burner.",54,-0.7113976093711616,0.09944751381215469
0.0,The College Dropout,"look, god, it's the same me. and i basically know now.",54,-0.040089474372071,0.09944751381215469
-0.800000011920929,The College Dropout,"low brow, high stakes, crack smoke, black folks.",48,-0.525671068556312,0.08839779005524862
-0.800000011920929,The College Dropout,"too harsh, too hungry, too many, that's why.",44,0.08190833667589703,0.08103130755064457
-0.10000000149011612,The College Dropout,"turn y'all rap niggas to two words, fast runners.",49,-0.9852801941328497,0.09023941068139964
-0.5,The College Dropout,"two words, bk, ny, bed stuy.",28,0.17988884520456194,0.05156537753222836
-0.20000000298023224,The College Dropout,"two words, chi-town raised me crazy.",36,0.49761385825863,0.06629834254143646
-0.10000000149011612,The College Dropout,"two words, freeway slightly retarded.",37,-0.8567612566635658,0.06813996316758748
-0.4000000059604645,The College Dropout,"two words, mos def, black jack, hot shit.",41,0.08708936237158671,0.07550644567219153
-0.699999988079071,The College Dropout,"two words, mos def, k. west, hot shit.",38,-0.8009487916596774,0.06998158379373849
-0.699999988079071,The College Dropout,"two words, no guns, break arms.",31,-0.3025662631392714,0.0570902394106814
-0.5,The College Dropout,"to brawl, forget ya squad, better fend for yourself.",52,0.8321248288556435,0.09576427255985268
-0.800000011920929,The College Dropout,we get racially profiled.,25,-0.3591069909117768,0.04604051565377532
-0.800000011920929,The College Dropout,"we won't stop shit, everybody move.",35,-0.2384663751351166,0.06445672191528545
0.0,The College Dropout,"we won't stop, everybody move. .",32,-0.3887694571106628,0.058931860036832415
0.0,The College Dropout,with the beef in the pot jay sent for his dogs.,47,0.28846861786215094,0.0865561694290976
0.10000000149011612,The College Dropout,you know how the game be.,25,0.3778584365553781,0.04604051565377532
0.0,The College Dropout,you know it's the almighty black jack.,38,-0.31719388681205274,0.06998158379373849
-0.30000001192092896,The College Dropout,"""k i need a free hand mammogram.",32,0.1143463862035543,0.058931860036832415
0.20000000298023224,The College Dropout,act now and get some action for $free.99.,41,0.6938831601691824,0.07550644567219153
0.20000000298023224,The College Dropout,"all of which is legal in amsterdam"".",36,0.02022101148669564,0.06629834254143646
-0.10000000149011612,The College Dropout,"we in the streets, playa, get ya mail.",38,0.8223902868416855,0.06998158379373849
-0.699999988079071,The College Dropout,i touch you all over your body baby don't say no to me. and every moment be controlling me.,91,-0.3169012675912253,0.16758747697974216
-0.800000011920929,The College Dropout,"these streets know game, can't ball, don't play.",48,-0.1001756404619818,0.08839779005524862
-0.10000000149011612,The College Dropout,"the heat skeet, blow a reef through ya car, my god.",51,0.9507817495295463,0.09392265193370165
0.0,The College Dropout,"mos def, k. west.",17,-0.29806519529270004,0.03130755064456722
0.20000000298023224,The College Dropout,"most imitated, grammy nominated.",32,0.8919038575507641,0.058931860036832415
-0.10000000149011612,The College Dropout,"motherfuckers askin' ""who is that?"".",36,0.25037852518485626,0.06629834254143646
0.0,The College Dropout,"north to the south, to the east, to the west.",45,-0.7281899423671789,0.08287292817679558
0.20000000298023224,The College Dropout,"now throw ya hands up hustlers, busters, boosters, hoes .",57,-0.7724299677528588,0.10497237569060773
-0.8999999761581421,The College Dropout,"oh, everybody, fuck that.",25,-0.48322285837643375,0.04604051565377532
-0.30000001192092896,The College Dropout,"one neck two chains, one waist two gats.",40,-0.027293462930655377,0.07366482504604052
-0.10000000149011612,The College Dropout,"one wall twenty plaques, dues paid, gimme that.",47,0.8533628961630857,0.0865561694290976
0.699999988079071,The College Dropout,the only place to go now. . ].,30,-0.6601917483282165,0.055248618784530384
0.699999988079071,The College Dropout,plus i got a whole city to hold down.,37,0.3095681908749004,0.06813996316758748
0.30000001192092896,The College Dropout,"red, white, blue, black .",25,-0.8111735958367068,0.04604051565377532
0.0,The College Dropout,"screamin' ""jesus save me"".",26,0.3315060245704333,0.04788213627992634
-0.8999999761581421,The College Dropout,"so i live by two words: ""fuck you, pay me"".",43,0.9104349340431888,0.07918968692449356
-0.800000011920929,The College Dropout,"still nowhere to go, still nowhere to go.",41,0.43418709063681105,0.07550644567219153
-0.6000000238418579,The College Dropout,"still nowhere to go, still nowhere to go. . . now throw ya hands up hustlers, busters, boosters, hoes.",102,-0.2856384010051798,0.1878453038674033
-0.6000000238418579,The College Dropout,"still nowhere to go, still nowhere to go. . . two words, chi-town, south side, worldwide.",89,-0.4088470279758578,0.16390423572744015
-0.699999988079071,The College Dropout,"still nowhere to go, still nowhere to go. . . two words, free way, two letters, ar.",83,-0.8150549933039266,0.15285451197053407
-0.699999988079071,The College Dropout,"still nowhere to go, still nowhere to go. . . two words, united states, no love, no breaks.",91,-0.955574621546337,0.16758747697974216
-0.6000000238418579,The College Dropout,"presidential scandals, everybody move.",38,-0.6041782708127559,0.06998158379373849
-0.5,The College Dropout,"there's too much stuff on my heart right now, man.",50,-0.225731376767639,0.09208103130755065
-0.10000000149011612,The College Dropout,i'm just sayin' i was talkin' to the girls you know.,52,0.6366083664809283,0.09576427255985268
0.10000000149011612,The College Dropout,"i'mma play this gladys knight, me and you gon' get right. .",59,-0.39868354494879377,0.10865561694290976
-0.10000000149011612,The College Dropout,tuck your tummy tight and do your crunches like this.,53,-0.9835528738891173,0.09760589318600368
0.0,The College Dropout,"twista said ""get it wet"".",25,-0.49865407132162387,0.04604051565377532
-0.699999988079071,The College Dropout,unless she's talking about freaking out.,40,-0.26390494732683734,0.07366482504604052
0.0,The College Dropout,we ain't sweating to the oldies.,32,-0.418727237034326,0.058931860036832415
-0.699999988079071,The College Dropout,we juking to a cold beat.,25,-0.7105514640525095,0.04604051565377532
-0.699999988079071,The College Dropout,what's scary to me is.,22,-0.9974640590542343,0.040515653775322284
0.699999988079071,The College Dropout,"woah, yeah",10,0.5197908545013226,0.01841620626151013
0.4000000059604645,The College Dropout,woooo!. . .,11,-0.7290673320730698,0.020257826887661142
-0.20000000298023224,The College Dropout,work it out now.,16,0.6209346260097734,0.029465930018416207
0.0,The College Dropout,work it out.,12,0.3758774139242267,0.022099447513812154
0.0,The College Dropout,you gotta pop this tape in before you start back dating.,56,0.21903802308998555,0.10313075506445672
-0.10000000149011612,The College Dropout,you just popped in the kanye west.,34,0.2971491213896804,0.06261510128913444
-0.10000000149011612,The College Dropout,"you might be able to pull you a rapper, a nba player.",53,-0.7906497265768271,0.09760589318600368
0.0,The College Dropout,"a couple woos coming on, cuz.",29,-0.3065855762879659,0.053406998158379376
0.0,The College Dropout,"aka, step.",10,0.6232291120169358,0.01841620626151013
0.0,The College Dropout,"alpha, step.",12,-0.937267506484138,0.022099447513812154
-0.699999988079071,The College Dropout,and i ain't even pledge.,24,0.8053553121565569,0.04419889502762431
-0.10000000149011612,The College Dropout,then maybe we can work it out.,30,-0.24224945079892657,0.055248618784530384
0.30000001192092896,The College Dropout,that ever since listening to kanye's workout tape.,50,-0.6147402300825031,0.09208103130755065
0.6000000238418579,The College Dropout,thanks to kanye's workout plan.,31,0.16842034379891446,0.0570902394106814
0.8999999761581421,The College Dropout,"thank you, god bless you, good night i came, i came, i came. . .",64,-0.99945539617316,0.11786372007366483
0.4000000059604645,The College Dropout,"my name is ella-may from mobile, alabama. and i just want to say since listening to kanye's workout tape.",105,0.11579343561763333,0.19337016574585636
0.0,The College Dropout,"my name is lasandra, and i just want to say.",44,0.09626002192988503,0.08103130755064457
0.0,The College Dropout,my name kanye from the jigga set.,33,0.4202519899265986,0.06077348066298342
-0.800000011920929,The College Dropout,nobody wants a little tight ass. . .,36,-0.3489936144944059,0.06629834254143646
0.30000001192092896,The College Dropout,off them tracks yea i bought them cars.,39,0.054583535363534,0.0718232044198895
0.0,The College Dropout,"ok, 3 more now hop in the benz. 4-door - do you know the difference between a 5, 6, 7, 8.",89,-0.8073784569132121,0.16390423572744015
-0.800000011920929,The College Dropout,ooh girl your breath is harsh!.,31,-0.11333128057576847,0.0570902394106814
-0.30000001192092896,The College Dropout,pick up your son and don't disrespect your seed.,48,-0.20717676012223407,0.08839779005524862
-0.800000011920929,The College Dropout,"back to school and i hate it there, i hate it there.",52,0.8615086293069814,0.09576427255985268
-0.20000000298023224,The College Dropout,pump it out.,12,-0.41149011182964745,0.022099447513812154
-0.30000001192092896,The College Dropout,see i pulled me a baller man.,29,-0.3330542347687113,0.053406998158379376
-0.5,The College Dropout,she wanna talk it out but.,26,-0.6683585239795371,0.04788213627992634
-0.699999988079071,The College Dropout,shut 'em out.,13,-0.39272064426666264,0.02394106813996317
-0.699999988079071,The College Dropout,"so excuse me miss, i forgot your name.",38,-0.9207858658999062,0.06998158379373849
0.10000000149011612,The College Dropout,so first of all we gonna work on the stomach.,45,0.6442354286042722,0.08287292817679558
0.4000000059604645,The College Dropout,so you can brag to all your homies now.,39,-0.6598220881603367,0.0718232044198895
-0.5,The College Dropout,still kill a nigga on 16 bars.,30,0.2844077257684383,0.055248618784530384
-0.8999999761581421,The College Dropout,"tell me who's invited: you, your friends and my dick.",53,0.4496730704652001,0.09760589318600368
0.0,The College Dropout,put up in my cavalier and i was able to get a free trip to cancun. and what's most importantly is that i ain't gotta fuck with ray-ray's.,137,-0.6083567997857373,0.2523020257826888
-0.8999999761581421,The College Dropout,"move your ass, go berserk.",26,0.8379339015529916,0.04788213627992634
-0.800000011920929,The College Dropout,"bitch bend over, i'm here for a reason. . .",43,-0.49716271291790703,0.07918968692449356
0.20000000298023224,The College Dropout,chasing y'all dreams and what you've got planned.,49,-0.07715955890804449,0.09023941068139964
0.10000000149011612,The College Dropout,"rho, step.",10,-0.7485403310953525,0.01841620626151013
0.30000001192092896,The College Dropout,"roc-a-fella chain, yeah that's my rapper style.",47,-0.2163733298951689,0.0865561694290976
0.800000011920929,The College Dropout,"rosary piece, yeah that's my catholic style.",44,0.5848782314047292,0.08103130755064457
0.20000000298023224,The College Dropout,"school spirit, motherfucker. . . alpha, step.",45,-0.9378002153017446,0.08287292817679558
-0.5,The College Dropout,"see, that's how dude became the young pootie tang: ""tippy tow"".",63,-0.2398718396180195,0.11602209944751381
0.10000000149011612,The College Dropout,"sigma, step.",12,-0.7771870937988408,0.022099447513812154
0.0,The College Dropout,"tammy, becky, and laura, or a shirley.",38,-0.37330081586629404,0.06998158379373849
-0.10000000149011612,The College Dropout,there it was.,13,-0.9024399717437652,0.02394106813996317
-0.10000000149011612,The College Dropout,there they was,14,0.46418161313537065,0.02578268876611418
-0.10000000149011612,The College Dropout,there they was.,15,-0.43535521321890647,0.027624309392265192
-0.30000001192092896,The College Dropout,"they say ""oh you graduated?""",28,0.0503011592764977,0.05156537753222836
0.6000000238418579,The College Dropout,this nigga graduated at the top of our class.,45,-0.8042269175499961,0.08287292817679558
0.0,The College Dropout,told 'em i finished school and i started my own business.,57,0.15546016963490072,0.10497237569060773
0.8999999761581421,The College Dropout,"woo, woo.",9,-0.9989595641301883,0.016574585635359115
0.10000000149011612,The College Dropout,"zeta, step.",11,0.012135232002388863,0.020257826887661142
0.30000001192092896,The College Dropout,"'cause every fourth quarter, i like to mike jordan them.",56,-0.7774720991294259,0.10313075506445672
-0.30000001192092896,The College Dropout,'cause i'mma be that nigga for life.,36,0.18359677842859368,0.06629834254143646
0.4000000059604645,The College Dropout,"red and white one's, yeah that's my kappa style.",48,-0.5637892186132816,0.08839779005524862
0.4000000059604645,The College Dropout,pimps gon' talk.,16,-0.0724658194293375,0.029465930018416207
-0.30000001192092896,The College Dropout,"ooh, hecky nah, that boy is raw. . . i'mma get on this tv, mama.",64,-0.4027983615815569,0.11786372007366483
-0.20000000298023224,The College Dropout,"ooh, hecky nah, that boy is raw. . .",36,-0.7383860292928177,0.06629834254143646
-0.20000000298023224,The College Dropout,crack my head on the steering wheel and i ain't even dead.,58,0.5275415499770075,0.10681399631675875
0.0,The College Dropout,"delta, step.",12,-0.5850963427312286,0.022099447513812154
0.0,The College Dropout,"everything i want, i gotta wait a year, i wait a year.",54,0.7111466230070762,0.09944751381215469
0.10000000149011612,The College Dropout,gangstas walk.,14,0.544480062579215,0.02578268876611418
0.699999988079071,The College Dropout,"i feel a woo coming on, cuz.",28,0.5102907548069757,0.05156537753222836
-0.10000000149011612,The College Dropout,"i feel some woos coming on, cuz.",32,0.44702611634637535,0.058931860036832415
0.5,The College Dropout,i got a jones like norah for your soror.,40,-0.7919997262616589,0.07366482504604052
-0.30000001192092896,The College Dropout,"i went to cheesecake, he was a motherfucking waiter there. . .",62,-0.13795173314294518,0.1141804788213628
0.30000001192092896,The College Dropout,bring more of them girls i've seen in the aurora.,49,0.894295095960234,0.09023941068139964
-0.10000000149011612,The College Dropout,"i'm trying to hit it early, like i'm in a hurry.",48,0.02455550907309334,0.08839779005524862
-0.800000011920929,The College Dropout,"i'mma, i'mma put shit down.",27,0.8220672243510849,0.049723756906077346
0.20000000298023224,The College Dropout,if i could go through all that and still be breathing.,54,-0.8285422638840672,0.09944751381215469
0.10000000149011612,The College Dropout,"kappa, step.",12,0.3396798771595275,0.022099447513812154
-0.6000000238418579,The College Dropout,"never, ever, never come back in style.",38,-0.5541992834784752,0.06998158379373849
-0.5,The College Dropout,"no, i decided i was finished.",29,0.9978766459443094,0.053406998158379376
-0.699999988079071,The College Dropout,"now i spit it so hot, you got tanned.",37,-0.6357836996991735,0.06813996316758748
0.10000000149011612,The College Dropout,"omega, step.",12,0.1096359647729781,0.022099447513812154
-0.30000001192092896,The College Dropout,"ooh, hecky nah, that boy is raw.",32,0.25289827878806226,0.058931860036832415
0.0,The College Dropout,i'mma make sure these light-skinned niggas.,43,0.6113075436023545,0.07918968692449356
-0.8999999761581421,The College Dropout,"move your ass, go berserk .",27,-0.4862485059125241,0.049723756906077346
0.4000000059604645,The College Dropout,"maybe we can work it out. . . hi, my name is jill, i just want to say thanks to.",80,-0.20441181238560113,0.14732965009208104
