album,,sentiment,album
808s & Heartbreak,"i'm amazing , yeah i'm all that .",0.699999988079071,808s & Heartbreak
808s & Heartbreak,i'm amazing born on a full moon.,0.699999988079071,808s & Heartbreak
808s & Heartbreak,"i'm exhausted, barely breathing.",-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,"i'm the only thing i'm afraid of. . . no matter what, you'll never take that from me.",-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,if i ain't on my grind then what you call that? .,-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,it's amazing,0.8999999761581421,808s & Heartbreak
808s & Heartbreak,"it's amazing, i'm the reason.",0.8999999761581421,808s & Heartbreak
808s & Heartbreak,"it's amazing, so amazing, so amazing, so amazing.",0.8999999761581421,808s & Heartbreak
808s & Heartbreak,it's amazing. . .,0.8999999761581421,808s & Heartbreak
808s & Heartbreak,"look what he's been through, he deserves an applause"". . . so amazing, so amazing, so amazing.",0.8999999761581421,808s & Heartbreak
808s & Heartbreak,my reign is as far as your eyes can see.,0.0,808s & Heartbreak
808s & Heartbreak,"never gave in, never gave up.",0.800000011920929,808s & Heartbreak
808s & Heartbreak,"standing at my podium, i'm trying to watch my sodium.",-0.5,808s & Heartbreak
808s & Heartbreak,"that'll never ever be solved. . . and no matter what, you'll never take that from me.",0.0,808s & Heartbreak
808s & Heartbreak,"that's why i'm so goon, summertime no june.",-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,"they like ""oh god, why he go so hard.",-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"victorious, yeah we warriors.",0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"we make history, strive for victory .",0.30000001192092896,808s & Heartbreak
808s & Heartbreak,"'til we lose control, system overload.",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"and that haunted me, all the way home.",0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"but i'm not loving you, the way i wanted to.",-0.699999988079071,808s & Heartbreak
808s & Heartbreak,"gotta keep it going, keep the loving going.",0.8999999761581421,808s & Heartbreak
808s & Heartbreak,how many times did i tell you 'fore it finally got through?.,-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,"i bet no one knew, i got no one new.",-0.800000011920929,808s & Heartbreak
808s & Heartbreak,"i can't keep my cool, so i keep it true.",0.0,808s & Heartbreak
808s & Heartbreak,"i can't keep myself, and still keep you too.",0.30000001192092896,808s & Heartbreak
808s & Heartbreak,"i got something to lose, so i gotta move.",0.0,808s & Heartbreak
808s & Heartbreak,"i'm in love with you, but the vibe is wrong.",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"i'm not loving you, the way i wanted to.",-0.800000011920929,808s & Heartbreak
808s & Heartbreak,"i'm not loving you, way i wanted to.",-0.800000011920929,808s & Heartbreak
808s & Heartbreak,"i'm not loving you, way i wanted to. . . so keep your love lock-down�your love lockdown.",-0.5,808s & Heartbreak
808s & Heartbreak,"i've been down this road, too many times before.",-0.5,808s & Heartbreak
808s & Heartbreak,"if i be with you, baby i'm confused.",-0.800000011920929,808s & Heartbreak
808s & Heartbreak,"keep it on the roll, only god knows.",0.20000000298023224,808s & Heartbreak
808s & Heartbreak,keeping your love lock-down�your love lockdown.,0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"know i said i'm through, but got love for you.",0.8999999761581421,808s & Heartbreak
808s & Heartbreak,"never know enough, 'til it's over love.",0.8999999761581421,808s & Heartbreak
808s & Heartbreak,"no more wasting time, you can't wait for life.",0.800000011920929,808s & Heartbreak
808s & Heartbreak,now keep your love lock-down�you lose.,0.0,808s & Heartbreak
808s & Heartbreak,now keep your love lock-down�you lose. . .,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,now keep your love lock-down�your love lockdown.,0.20000000298023224,808s & Heartbreak
808s & Heartbreak,"screaming, ""no, no, no, n-nooo!"".",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"see i had to go, see i had to move.",-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"see i wanna move, but can't escape from you.",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,so everybody else don't have to know. . . so keep your love lock-down�your love lockdown.,0.0,808s & Heartbreak
808s & Heartbreak,"so i keep in mind, when i'm on my own.",-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"so i keep it low, keep a secret code.",-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,so keep your love lock-down�your love lockdown.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"so you never know, never never know.",0.30000001192092896,808s & Heartbreak
808s & Heartbreak,"somewhere far from home, in the danger zone.",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"we're just racing time, where's the finish line?. . .",-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,"what i had to do, had to run from you.",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"where i wanna go, i don't need you.",-0.699999988079071,808s & Heartbreak
808s & Heartbreak,"you choose, you choose.",0.0,808s & Heartbreak
808s & Heartbreak,you lose,-0.8999999761581421,808s & Heartbreak
808s & Heartbreak,"you lose, you lose.",-0.800000011920929,808s & Heartbreak
808s & Heartbreak,you lose.,-0.8999999761581421,808s & Heartbreak
808s & Heartbreak,cause i just heard some real bad news. . .,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,cause i just heard some real bad news. . real bad news.,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,channel cruise,0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"didn't you know, i was waiting on you.",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,i played it off and act like i already knew.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,let me ask you how long have you known dude.,-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,my face turned to stone when i heard the news.,-0.699999988079071,808s & Heartbreak
808s & Heartbreak,"oh, you just gon' keep another love for you.",0.8999999761581421,808s & Heartbreak
808s & Heartbreak,"oh, you just gon' keep another no you won't.",-0.800000011920929,808s & Heartbreak
808s & Heartbreak,"oh, you just gon' keep it like you never knew.",0.8999999761581421,808s & Heartbreak
808s & Heartbreak,people'll talk like it's old news.,0.4000000059604645,808s & Heartbreak
808s & Heartbreak,real bad news.,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,waiting on a dream that'll never come true.,-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,what's on the news?.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,when you decide to break the rules.,-0.5,808s & Heartbreak
808s & Heartbreak,"when you decide, to break the rules.",-0.5,808s & Heartbreak
808s & Heartbreak,while i'm waiting on a dream that'll never come true.,-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,you played it off and act like he's brand new.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,'bout the baddest girl i ever seen.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,ain't used to being told ... stop.,-0.699999988079071,808s & Heartbreak
808s & Heartbreak,bitch i'm cold ...,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,checking everything like i'm on parole.,0.0,808s & Heartbreak
808s & Heartbreak,"drop it, drop it. . . cause i don't want no robocop.",-0.699999988079071,808s & Heartbreak
808s & Heartbreak,"fast or slow, you can stay or can go.",0.30000001192092896,808s & Heartbreak
808s & Heartbreak,haha that was a good one.,0.8999999761581421,808s & Heartbreak
808s & Heartbreak,i told her there's some things she don't need to know.,-0.5,808s & Heartbreak
808s & Heartbreak,i.,0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"it ain't ok, ok, ok. . . you spoiled little la girl.",-0.699999988079071,808s & Heartbreak
808s & Heartbreak,keep it up enough to keep it going on.,0.5,808s & Heartbreak
808s & Heartbreak,now i don't need no robocop. . . just looking at your history.,0.20000000298023224,808s & Heartbreak
808s & Heartbreak,now i don't need no robocop. . . stop ... drop ... roll ... pop.,0.0,808s & Heartbreak
808s & Heartbreak,"now, now that you know, now, now that you know.",0.0,808s & Heartbreak
808s & Heartbreak,oh oh you're kidding me.,-0.8999999761581421,808s & Heartbreak
808s & Heartbreak,oh you need to stop it now,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,oh you're kidding me.,-0.8999999761581421,808s & Heartbreak
808s & Heartbreak,"ok, ok, ok, uh, uh.",0.6000000238418579,808s & Heartbreak
808s & Heartbreak,"okay, okay, okay.",0.4000000059604645,808s & Heartbreak
808s & Heartbreak,or you are smoking.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"she never let it go, oh. . . okay, okay, okay, okay.",-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,she said she ain't take it to this degree.,-0.5,808s & Heartbreak
808s & Heartbreak,shorty kind of crazy but it turn me on.,0.30000001192092896,808s & Heartbreak
808s & Heartbreak,so i could never be your robot.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,straight up out a movie scene.,0.0,808s & Heartbreak
808s & Heartbreak,that'd turn my life to stephen king's.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,up late night like she on patrol.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,well let's agree to disagree.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,when did you become a robocop.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,who knew she was a drama queen.,0.0,808s & Heartbreak
808s & Heartbreak,yeah i had her before but that happened before.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,"you get mad when you know, so just don't ask me no more.",-0.800000011920929,808s & Heartbreak
808s & Heartbreak,you moving like a robocop.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,you must be joking.,-0.8999999761581421,808s & Heartbreak
808s & Heartbreak,you need to drop it now.,-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,you need to stop it now.,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,you never stop it now.,0.10000000149011612,808s & Heartbreak
808s & Heartbreak,you spoiled little la girl.,-0.699999988079071,808s & Heartbreak
808s & Heartbreak,you will never stop it now.,0.4000000059604645,808s & Heartbreak
808s & Heartbreak,you're just an la girl .,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,you're just an la girl.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,you're like the girl from misery.,-0.699999988079071,808s & Heartbreak
808s & Heartbreak,your first good one in a while.,0.699999988079071,808s & Heartbreak
808s & Heartbreak,"all the street lights, glowing, happen to be.",0.699999988079071,808s & Heartbreak
808s & Heartbreak,do i still got time to grow?.,0.0,808s & Heartbreak
808s & Heartbreak,i'm just not there in the streets.,-0.5,808s & Heartbreak
808s & Heartbreak,i'm just not there.,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,in the streets.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"just like moments, passing, in front of me.",0.699999988079071,808s & Heartbreak
808s & Heartbreak,let me know.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"let me.... . . seems like street lights, glowing, happen to be.",0.20000000298023224,808s & Heartbreak
808s & Heartbreak,life's just not fair,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,life's just not fair.,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,"life's just not fair. . . seems like street lights, glowing, happen to be.",-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,"see i know my destination, but i'm just not there.",-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,"see i know my destination, but i'm just not there. . . in the streets.",-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,so i hopped in the cab and i paid my fare.,0.0,808s & Heartbreak
808s & Heartbreak,that be known let me know.,0.0,808s & Heartbreak
808s & Heartbreak,things ain't always set in stone.,-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,after tonight i'm taking off on the road.,-0.699999988079071,808s & Heartbreak
808s & Heartbreak,after tonight there will be no return.,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,and i might see you in my nightmare.,-0.8999999761581421,808s & Heartbreak
808s & Heartbreak,and it's all because of you.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,and now we just resent it.,-0.699999988079071,808s & Heartbreak
808s & Heartbreak,"and that's one thing that you know, that you know. . . i got the right to put up a fight.",-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,"and that's one thing that you know, that you know. . . okay, i'm back up on my grind.",0.10000000149011612,808s & Heartbreak
808s & Heartbreak,and that's one thing that you know.,0.0,808s & Heartbreak
808s & Heartbreak,"and the night is young, the drinks is cold.",-0.699999988079071,808s & Heartbreak
808s & Heartbreak,but my sight is better tonight.,0.4000000059604645,808s & Heartbreak
808s & Heartbreak,but not quite cause you cut off my light.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,but now we just repent it.,0.0,808s & Heartbreak
808s & Heartbreak,"but this is farewell, yeah. . . baby girl i'm finished.",0.30000001192092896,808s & Heartbreak
808s & Heartbreak,but this is farewell. . .,0.20000000298023224,808s & Heartbreak
808s & Heartbreak,but you are mrs.,-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,cause we were once a fairy tale.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,girl we through.,0.0,808s & Heartbreak
808s & Heartbreak,i got my life and it's my only one.,0.5,808s & Heartbreak
808s & Heartbreak,"i got the night, i'm running from the sun.",0.0,808s & Heartbreak
808s & Heartbreak,i got the right to put up a fight.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,i really thought we meant it.,-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,i thought we were cemented.,-0.5,808s & Heartbreak
808s & Heartbreak,i thought we were committed.,0.0,808s & Heartbreak
808s & Heartbreak,i'm cold! .,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,i'm cold! . . .,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,i'm taking off on the road. and that you know. . . that you know.,-0.5,808s & Heartbreak
808s & Heartbreak,look how high that i be getting.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,now tell everybody that you know.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"okay, i got you out my mind.",0.30000001192092896,808s & Heartbreak
808s & Heartbreak,"ooh, how'd you'd get there.",-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,pee-yew. and i don't see you.,-0.699999988079071,808s & Heartbreak
808s & Heartbreak,"so good night, i'm headed out the door, door, door, door, door.",0.800000011920929,808s & Heartbreak
808s & Heartbreak,tell everybody that you know.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,that i don't love you no more.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,that you know,0.0,808s & Heartbreak
808s & Heartbreak,that you know.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,that you know. . . that you know.,0.0,808s & Heartbreak
808s & Heartbreak,the clouds is in my vision.,0.20000000298023224,808s & Heartbreak
808s & Heartbreak,"the stars is out, i'm ready to go.",0.6000000238418579,808s & Heartbreak
808s & Heartbreak,"well, now you know. . . tell everybody, everybody that you know.",-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,with me no more.,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,you always thought i was always wrong.,-0.699999988079071,808s & Heartbreak
808s & Heartbreak,you do you and i'm just gon' do mine.,0.10000000149011612,808s & Heartbreak
808s & Heartbreak,you do you cause i'm just gon' be fine.,0.10000000149011612,808s & Heartbreak
808s & Heartbreak,you think your shit don't stank.,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,can it melt away all of our mistakes.,0.5,808s & Heartbreak
808s & Heartbreak,can it melt away all of our mistakes. . . memories made in the coldest winter.,0.800000011920929,808s & Heartbreak
808s & Heartbreak,"goodbye my friend, i won't ever love again.",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"goodbye my friend, will i ever love again?.",-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"goodbye my friend, will i ever love again?. . .",-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,her love is all that i can see.,0.800000011920929,808s & Heartbreak
808s & Heartbreak,her love is all that i can see. . . memories made in the coldest winter.,0.8999999761581421,808s & Heartbreak
808s & Heartbreak,her love's a thousand miles away.,0.0,808s & Heartbreak
808s & Heartbreak,her love's a thousand miles away. . . memories made in the coldest winter.,0.699999988079071,808s & Heartbreak
808s & Heartbreak,if spring can take the snow away.,0.0,808s & Heartbreak
808s & Heartbreak,it's 4 a.m. and i can't sleep.,-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,"memories made in the coldest winter, winter, winter.",0.30000001192092896,808s & Heartbreak
808s & Heartbreak,memories made in the coldest winter. . .,0.4000000059604645,808s & Heartbreak
808s & Heartbreak,never again,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,"on lonely nights, i start to fade.",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,.,0.0,808s & Heartbreak
808s & Heartbreak,"a little time out might do you good, might do us good.",0.10000000149011612,808s & Heartbreak
808s & Heartbreak,all of the time.,0.10000000149011612,808s & Heartbreak
808s & Heartbreak,all the talk in the world lost in the world.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,anyway they don't know you like i do.,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,baby don't worry about it.,0.10000000149011612,808s & Heartbreak
808s & Heartbreak,baby let em look give us cold looks cause we look cold.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,before we be done for good.,-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,but sorry we're closed. . .,-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,cause i could make it good i could make it hood.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,"don't be so .... . . baby, don't worry about it.",-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,don't be so paranoid.,-0.699999988079071,808s & Heartbreak
808s & Heartbreak,don't worry about what we can't control.,-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,here's another fight oh here we go . . . baby don't worry about it.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,i can make you come i can make you go.,0.30000001192092896,808s & Heartbreak
808s & Heartbreak,i can make you high i can make you fly.,0.6000000238418579,808s & Heartbreak
808s & Heartbreak,lady we'll go out to the floor.,-0.5,808s & Heartbreak
808s & Heartbreak,"lady, don't even think about it.",-0.699999988079071,808s & Heartbreak
808s & Heartbreak,make you touch the sky hey maybe so.,-0.20000000298023224,808s & Heartbreak
808s & Heartbreak,she really thought that?. .,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,she�s so paranoid. .,-0.8999999761581421,808s & Heartbreak
808s & Heartbreak,show some gratitude leave the attitude way back at home.,-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,so now you're here with me.,0.10000000149011612,808s & Heartbreak
808s & Heartbreak,tell me right now.,-0.10000000149011612,808s & Heartbreak
808s & Heartbreak,they'll never know you,-0.4000000059604645,808s & Heartbreak
808s & Heartbreak,they'll never know you.,-0.5,808s & Heartbreak
808s & Heartbreak,they'll never know you. . . all of the time.,-0.5,808s & Heartbreak
808s & Heartbreak,"they'll never know you. . . baby, don't worry about it.",0.0,808s & Heartbreak
808s & Heartbreak,till you finally let that thing go.,-0.30000001192092896,808s & Heartbreak
808s & Heartbreak,why are you so paranoid?.,-0.800000011920929,808s & Heartbreak
808s & Heartbreak,yea you heard about all the word of mouth.,0.30000001192092896,808s & Heartbreak
808s & Heartbreak,yea you see em look.,0.4000000059604645,808s & Heartbreak
808s & Heartbreak,"yeah, that�s good, paranoid. .",0.30000001192092896,808s & Heartbreak
808s & Heartbreak,yeah. . yeah.,0.800000011920929,808s & Heartbreak
808s & Heartbreak,"you be up in mine checking through my cell phone, baby no. you wanna kill the vibe on another night.",-0.6000000238418579,808s & Heartbreak
808s & Heartbreak,you really wanna spend your whole life alone?.,-0.5,808s & Heartbreak
